id,result
1,0.171162865951101
2,0.747905366940884
3,0.119778395150925
4,0.753789493672257
5,0.559266669462543
6,0.8808501135988
7,0.247544121766955
8,0.450257164770515
9,0.119778395150925
10,0.246141999712966
11,0.759528276208193
12,0.65532134522827
13,0.119778395150925
14,0.119778395150925
15,0.750788796261314
16,0.119778395150925
17,0.245207922845712
18,0.253792764680999
19,0.829683099480239
20,0.55943633624435
21,0.8808501135988
22,0.119778395150925
23,0.565141333041865
24,0.336775299681479
25,0.33632233705298
26,0.657747340577905
27,0.827386546607137
28,0.8808501135988
29,0.660740242912557
30,0.823862976786191
31,0.661581453655987
32,0.826146371331809
33,0.752027312936743
34,0.177444891322574
35,0.251247657164963
36,0.171162865951101
37,0.661581453655987
38,0.251277898707886
39,0.351982203866382
40,0.749844523728163
41,0.176642832789907
42,0.755029635915726
43,0.250243641057262
44,0.119778395150925
45,0.667957457715964
46,0.554106640430285
47,0.351413748605925
48,0.746414594845238
49,0.8808501135988
50,0.8808501135988
51,0.751817367104697
52,0.828381006920306
53,0.437345198573137
54,0.757181681860289
55,0.443463138826854
56,0.448731422444113
57,0.447931565261438
58,0.55672352093071
59,0.660906822642897
60,0.6613991826639
61,0.439424593733482
62,0.65532134522827
63,0.174713461832643
64,0.336775299681479
65,0.559306291523258
66,0.659174046956534
67,0.829683099480239
68,0.177005729842278
69,0.757943192868497
70,0.559967225879821
71,0.446701061260161
72,0.827386546607137
73,0.746414594845238
74,0.826146371331809
75,0.5526354237313
76,0.24156469376231
77,0.545349762669936
78,0.24156469376231
79,0.454122240881319
80,0.246814080304353
81,0.561380380990017
82,0.8808501135988
83,0.751857143890903
84,0.8808501135988
85,0.171162865951101
86,0.119778395150925
87,0.756253768199438
88,0.663768471117671
89,0.65297196798769
90,0.750409034192482
91,0.119778395150925
92,0.327875133188395
93,0.664729033114103
94,0.178158235497368
95,0.119778395150925
96,0.119778395150925
97,0.564176926813575
98,0.8808501135988
99,0.246077156365152
100,0.177444891322574
101,0.666485447432193
102,0.247544121766955
103,0.438700276371773
104,0.565376360043434
105,0.829683099480239
106,0.173987886775756
107,0.8808501135988
108,0.829683099480239
109,0.119778395150925
110,0.566116276888757
111,0.171162865951101
112,0.653654112647627
113,0.349617244902386
114,0.659812395304862
115,0.174713461832643
116,0.824224473208236
117,0.254265212934153
118,0.248622532599072
119,0.556427886977683
120,0.434069511481503
121,0.177005729842278
122,0.822714908944364
