Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
1,0.0026468994303385,0.794344118635127,-0.408744303512902,0.645862529837294,-2.34921334273224,-1.01891924843584,1.22733722551845,-0.305731823272541,0.945504033549552,1.6105584233847,-1.05765933974586,-0.121096931629107,0.267109134024509,-0.0574626611429465,-0.0437115934305876,-1.36981957095477,200471.970540303
2,,-0.303770372412397,-0.408744303512902,-0.0797713513371056,-0.526186355951226,0.791741659814083,-0.775497672520795,0.943342764522124,0.912084786069697,-0.411331387467217,0.171700605716201,-0.121096931629107,0.267109134024509,-0.757453228567959,-0.0437115934305876,0.133549264920265,134729.347895015
3,0.0026468994303385,-0.225240548829851,-0.408744303512902,-0.0797713513371056,0.38532713743928,-1.01891924843584,1.22733722551845,1.56788005841946,1.24627726086825,-0.64976178969032,0.171700605716201,4.42003800446242,0.267109134024509,-1.39894876250342,-0.0437115934305876,0.133549264920265,142126.392851442
4,0.446315955500733,-0.0378635250825597,-0.408744303512902,-0.0797713513371056,-0.526186355951226,-1.01891924843584,3.23017212355769,-0.930269117169873,-0.291008123205077,0.208587658312853,0.171700605716201,-0.121096931629107,0.267109134024509,1.13778585649364,-0.0437115934305876,-1.36981957095477,169362.12026597
5,-0.219187628604859,-0.413138788220389,-0.408744303512902,1.37149641101169,-0.526186355951226,0.791741659814083,-0.775497672520795,-0.305731823272541,0.577892311271149,0.129905625579229,0.171700605716201,-0.121096931629107,0.267109134024509,-0.414282365429234,-0.0437115934305876,-1.36981957095477,203272.754280259
6,,0.348009789467958,-0.408744303512902,-0.0797713513371056,0.38532713743928,-1.01891924843584,1.22733722551845,0.318805470624792,1.17943876590854,0.153748665801539,-1.05765933974586,-0.121096931629107,0.267109134024509,0.461193302464445,-0.0437115934305876,0.133549264920265,211215.143119486
7,-0.219187628604859,0.221006911063443,-0.408744303512902,-0.805405232511505,0.38532713743928,0.791741659814083,-0.775497672520795,1.56788005841946,-0.324427370684932,-0.64976178969032,1.40106055117826,-0.121096931629107,0.267109134024509,0.494340488108526,-0.0437115934305876,-0.618135153017254,189719.424423716
8,0.268848333072575,-0.345380754598281,-0.408744303512902,-0.805405232511505,0.38532713743928,0.791741659814083,-0.775497672520795,-0.930269117169873,0.0766035990733264,-0.115677688710568,-1.05765933974586,-0.121096931629107,0.267109134024509,0.548935852698778,-0.0437115934305876,-0.618135153017254,171204.956161783
9,0.712517389142969,-0.0111077887292145,-0.408744303512902,0.645862529837294,1.29684063082979,-1.01891924843584,-0.775497672520795,0.318805470624792,0.611311558751004,-0.175285289266344,-2.28701928520792,-0.121096931629107,0.267109134024509,0.348102904384637,-0.0437115934305876,0.133549264920265,211556.842375951
10,,-0.204218184552223,-0.408744303512902,-0.805405232511505,-0.526186355951226,0.791741659814083,-0.775497672520795,-0.930269117169873,1.04576177598912,-0.771361294824103,0.171700605716201,-0.121096931629107,0.267109134024509,0.116072604876068,-0.0437115934305876,0.885233682857783,148360.369093286
